Name;Identity;Birth place;Publisher;Height;Weight;Gender;First appearance;Eye color;Hair color;Strength;Intelligence
Dazzler;Alison Blaire;Gardendale, Long Island, New York ;Marvel Comics;173.31999999999999;52.670000000000002;F;1980;Blue;Blond;10;good
Darth Vader;Anakin Skywalker;Tatooine;George Lucas;198.28999999999999;135.19999999999999;M;1977;Yellow;No Hair;50;good
Darkstar;Laynia Petrovna;Minks, USSR;Marvel Comics;168.97;56.270000000000003;F;1976;Brown;Blond;10;moderate
Darkside;;;;;;;;;;;
Darth Maul;;Dathomir;George Lucas;170.13;;M;1999;Yellow / Red;;50;average
Darkman;Peyton Westlake;;Universal Studios;;;M;1990;;;15;good
Darkseid;Uxas;;DC Comics;267.37;817.57000000000005;M;1970;Red;No Hair;100;high
Darkhawk;Christopher Powell;Queens, New York;Marvel Comics;185.18000000000001;81.439999999999998;M;1991;Brown;Brown;35;average
Dash;Dashiell Robert Parr;;Dark Horse Comics;122.83;27.309999999999999;M;2004;Blue;Blond;15;moderate
Dagger;Tandy Bowen;Shaker Heights, Ohio;Marvel Comics;165.69;52.890000000000001;F;;Blue;Blond;10;good
Deathlok;Luther Manning;;Marvel Comics;193.94999999999999;178.91999999999999;M;1974;Brown;Grey;35;good
Cyclops;Scott Summers;Anchorage, Alaska;Marvel Comics;191.06999999999999;88.099999999999994;M;1963;Brown;Brown;10;good
Cypher;Douglas Aaron Ramsey;Place of birth unknown;Marvel Comics;175.53999999999999;68.409999999999997;;;Blue;Blond;;
Cyborg Superman;Henry Henshaw;;DC Comics;;;M;1990;Blue;Black;95;good
Daphne Powell;Daphne Powell;;ABC Studios;;;F;2010;;;10;moderate
Cy-Gor;;;Image Comics;;;M;;;;100;average
Daredevil;Matt Murdock;New York City, New York;Marvel Comics;183.68000000000001;90.450000000000003;M;1964;Blue;Red;15;good
Danny Cooper;;;HarperCollins;;;M;;Brown;Blond;;
Crimson Dynamo;Anton Vanko;;Marvel Comics;180.77000000000001;104.54000000000001;M;1963;Brown;No Hair;65;good
Cyborg;Victor Stone;New York City, New York;DC Comics;198.12;173.81;M;1980;Brown;Black;55;good
Corsair;Christopher Summers;;Marvel Comics;191.55000000000001;79.590000000000003;M;;Brown;Brown;;
Cottonmouth;Burchell Clemens;;Marvel Comics;183.34;99.170000000000002;M;1985;Brown;Black;10;average
Copycat;Vanessa Carlysle;;Marvel Comics;183.47;67.549999999999997;F;1991;Red;White;10;average
Curse;Phillip Krahn;;Image Comics;;;M;;;;;
Colossus;Piotr Nikolaievitch Rasputin;Ust-Ordynski Collective, near Lake Baikal, Siberia, Russia ;Marvel Comics;226.13;225.52000000000001;M;1975;Silver;Black;85;good
Cogliostro;Cain;;Image Comics;;;M;;;;65;good
Crimson Crusader;Rory Destine;Ravenscroft, England ;Marvel Comics;;;M;1994;Blue;Strawberry Blond;60;average
Clock King;William Tockman;;DC Comics;178.06;78.019999999999996;M;1960;Blue;Black;10;good
Cloak;Tyrone Johnson;South Boston, Massachusetts;Marvel Comics;226.41;70.430000000000007;M;;brown;black;10;good
Clea;Clea;The Dark Dimension;Marvel Comics;;;;;;White;;
Citizen Steel;Nathan Heywood;;DC Comics;183.21000000000001;170.62;M;2007;Green;Red;95;average
Colossal Boy;;;DC Comics;;;M;;;;;
Chromos;Bernard Embers;London, England;Team Epic TV;185.44999999999999;86.299999999999997;M;;Brown;Red / Grey;;
Cheetah III;Barbara Minerva;;DC Comics;175.91;54.75;F;1987;Brown;Brown;100;high
Crystal;Crystallia Amaquelin;Attilan ;Marvel Comics;168.93000000000001;50.380000000000003;F;1965;Green;Red;20;good
Cheetah;Priscilla Rich;;DC Comics;163.30000000000001;50.100000000000001;F;1943;Green;Blond;10;moderate
Cheetah II;Deborah Domaine;;DC Comics;170.55000000000001;55.240000000000002;F;1980;Green;Brown;20;moderate
Chuck Norris;Carlos Ray Norris;Ryan, Oklahoma, United States;;178.53;;M;;;;80;average
Claire Bennet;Claire Bennet;;NBC - Heroes;;;F;;Blue;Blond;10;moderate
Changeling;Kevin Sidney;;Marvel Comics;180.78;81.549999999999997;M;1967;Brown;Black;10;good
Cecilia Reyes;Dr. Cecilia Reyes;Place of birth unknown;Marvel Comics;170.63;62.270000000000003;;1997;Brown;Brown;;
Catwoman;Selina Kyle;Gotham City;DC Comics;175.09999999999999;61.490000000000002;F;;Green;Black;15;good
Cat II;;;Marvel Comics;;;F;;;;;
Century;;;Marvel Comics;201.80000000000001;97.810000000000002;M;1994;White;White;80;high
Cat;Shirlee Bryant;Chicago, Illinois;Marvel Comics;173.65000000000001;61.579999999999998;F;;Blue;Blond;90;high
Carnage;Cletus Kasady;;Marvel Comics;185.75999999999999;86.120000000000005;M;1991;Green;Red;65;good
Captain Universe;;;Marvel Comics;;;;1979;;;95;high
Captain Planet;;;Marvel Comics;;;M;;Red;Green;90;average
Captain Marvel II;Frederick Christopher Freeman;;DC Comics;175.94999999999999;74.450000000000003;M;1995;Blue;Black;85;good
Captain Midnight;;;Dark Horse Comics;;;M;;;;;
Chamber;Jonothon Evan Starsmore;United Kingdom;Marvel Comics;175.97999999999999;63.82;M;1994;Brown;Brown;10;average
Captain Marvel;Carol Danvers;Boston, Massachusetts;Marvel Comics;180.91999999999999;74.230000000000004;F;;Blue;Blond;90;high
Captain Mar-vell;Mar-Vell;The city of Rad-Nam on the planet Kree-Lar in the Kree Galaxy (Greater Magellanic Cloud);Marvel Comics;188.05000000000001;108.86;M;;Blue;Blond;;
Captain Cold;Leonard Snart;;DC Comics;;;M;2012;Brown;Brown;10;average
Cerebra;Shakti Haddad;;Marvel Comics;;;F;1993;;;60;good
Captain Britain;Brian Braddock;Braddock Manor, England;Marvel Comics;198.91999999999999;116.08;M;1976;Blue;Blond;80;good
Captain Atom;Nathaniel Adam;;DC Comics;193.68000000000001;90.329999999999998;M;;Blue;Silver;95;high
Chameleon;Dmitri Anatoly Smerdyakov Kravinoff;Russia;DC Comics;;;M;;;;10;high
Captain Epic;;Canada;Team Epic TV;188.16999999999999;;M;;Blue;Brown;;
Cameron Hicks;;;SyFy;;;M;;;;10;average
Cannonball;Samuel Zachery Guthrie;Cumberland County, Kentucky ;Marvel Comics;183.69999999999999;81.700000000000003;M;1982;Blue;Blond;30;average
Cable;Nathan Summers;Unrevealed location in the 20th Century United States;Marvel Comics;203.08000000000001;158.59;M;;Blue;White;50;high
Captain Hindsight;Jack Brolin;;South Park;;;M;;;Black;10;moderate
Callisto;Callisto;;Marvel Comics;175.81;74.400000000000006;F;;Blue;Black;55;good
Bumblebee;Karen Beecher;;DC Comics;170.47999999999999;59.460000000000001;F;;Brown;Black;30;good
Bullseye;Lester;;Marvel Comics;183.08000000000001;90.670000000000002;M;1976;blue;blond;15;average
Captain America;Steve Rogers;Manhattan, New York City, New York;Marvel Comics;188.00999999999999;108.94;M;1941;blue;blond;20;good
Bumbleboy;;;Marvel Comics;;;M;;;;;
Brainiac 5;Querl Dox;;DC Comics;170.91;61.939999999999998;M;;Green;Blond;10;high
Brundlefly;Seth Brundle;;;193.22;;M;1986;;;35;good
Brainiac;Vril Dox;;DC Comics;198.56999999999999;135.65000000000001;M;1958;Green;No Hair;95;high
Buffy;Buffy Anne Summers;;Dark Horse Comics;157.62;52.189999999999998;F;;Green;Blond;30;good
Box IV;Madison Jeffries;Place of birth unknown;Marvel Comics;;;;;Brown;Brown / Black;75;average
Bushido;Ryuko Orsono;;DC Comics;;;M;;;;10;moderate
Boomer;;;Marvel Comics;;;F;;;;;
Boom-Boom;Tabitha Smith;;Marvel Comics;165.38999999999999;55.369999999999997;F;;Blue;Blond;10;moderate
Bomb Queen;;;Image Comics;;;F;2006;;;75;good
Box;Roger Bochs;;Marvel Comics;;;M;;;;;
Boba Fett;;Kamino;George Lucas;183.09;;M;;Brown;Black;10;good
Brother Voodoo;Jericho Drumm;Port-au-Prince, Haiti;Marvel Comics;183.72999999999999;99.790000000000006;M;1973;Brown;Brown / White;65;high
Blue Beetle III;Jaime Reyes;Presumed to be El Paso;DC Comics;;;M;2006;Brown;Black;35;average
Box III;Dr. Walter Langowski;British Columbia;Marvel Comics;193.28;110.98999999999999;;;Blue;Blond;;
Blue Beetle;;;DC Comics;;;M;;;;;
Blue Beetle;Daniel Garrett;;DC Comics;;;M;;Blue;Brown;;
Bloodwraith;Sean Dolan;;Marvel Comics;30.949999999999999;;M;1993;White;No Hair;75;average
Bloodaxe;Jackie Lukus;;Marvel Comics;218.06999999999999;495.32999999999998;F;;Blue;Brown;80;good
Blob;Frederick J. Dukes;Lubbock, Texas ;Marvel Comics;178.58000000000001;230.50999999999999;M;1964;Brown;Brown;85;low
Blizzard II;Donald Gill;Newark, Delaware;Marvel Comics;175.15000000000001;77.939999999999998;M;1987;Brown;Brown;10;moderate
Blizzard;Gregor Shapanka;;Marvel Comics;;;M;;;Brown;;
Blizzard;;;Marvel Comics;;;M;;;;;
Blue Beetle II;Theodore Kord;Chicago, Illinois;DC Comics;183.84999999999999;86.890000000000001;M;1966;Blue;Brown;50;high
Blink;Clarice Ferguson;Bahamas;Marvel Comics;165.41;56.670000000000002;F;1994;Green;Magenta;10;average
Booster Gold;Michael Jon Carter;Gotham City, 25th Century;DC Comics;196.00999999999999;97.969999999999999;M;;Blue;Blond;85;good
Blaquesmith;;;Marvel Comics;;;;;Black;No Hair;;
Bolt;;;Marvel Comics;;;M;;;;;
Bling!;Roxanne Washington ;;Marvel Comics;168.31;68.359999999999999;F;2005;;;15;good
Blackwulf;Lucian;Armechadon;Marvel Comics;188.16999999999999;88.640000000000001;M;1994;Red;White;30;average
Black Widow II;Yelena Belova;;Marvel Comics;170.25;61.850000000000001;F;;Blue;Blond;;
Blade;Eric Brooks;Soho, London,England;Marvel Comics;188.44999999999999;97.400000000000006;M;1973;Brown;Black;30;good
Blackout;;;Marvel Comics;191.19999999999999;104.09;M;1990;Red;White;35;good
Bloodhawk;Lemuel Krug;;Marvel Comics;;;M;2099;Black;No Hair;10;average
Blackwing;Joseph Manfredi;Professional Criminal;Marvel Comics;185.56;86.010000000000005;M;1975;Blue;Black;10;moderate
Black Mamba;Tanya Sealy;Chicago, Illinois;Marvel Comics;170.16999999999999;52.619999999999997;F;;Green;Black;10;good
Black Lightning;Jefferson Pierce;;DC Comics;185.34999999999999;90.590000000000003;M;1977;Brown;No Hair;15;average
Black Widow;Natasha Romanoff;;Marvel Comics;170.78999999999999;59.340000000000003;F;;Green;Auburn;15;good
Black Goliath;;;Marvel Comics;;;M;;;;;
Black Cat;Felicia Hardy;Queens, New York;Marvel Comics;178.87;54.640000000000001;F;1979;Green;Blond;20;good
Black Flash;;;DC Comics;;;M;;;;10;average
Black Canary;Laurel Lance;;DC Comics;170.19999999999999;59.960000000000001;F;;Blue;Blond;10;good
Black Bolt;Blackagar Boltagon;Attilan, Atlantic Ocean ;Marvel Comics;188.97999999999999;95.799999999999997;M;1965;Blue;Black;70;good
Black Adam;Teth-Adam;Kahndaq, Egypt;DC Comics;191.41;113.34;M;1945;Brown;Black;100;high
Black Canary;Dinah Drake Lance;;DC Comics;165.36000000000001;58.649999999999999;F;1947;Blue;Blond;10;good
Bizarro;Bizarro;;DC Comics;191.0;155.56999999999999;M;1958;Black;Black;95;moderate
Black Abbott;;;Marvel Comics;;;M;1984;Red;Black;;
Bishop;Lucas Bishop;A mutant relocation camp in an undisclosed location on an alternate 21st Century Earth;Marvel Comics;198.68000000000001;124.27;M;1991;Brown;No Hair;15;good
Birdman;Ray Randal;;Hanna-Barbera;;;M;1967;;;55;high
Bird-Man;Henry Hawk;;Marvel Comics;;;M;1965;;;;
Bird-Man II;Achille DiBacco;The Bar with No Name, Medina County, Ohio ;Marvel Comics;;;M;1979;;;;
Bird-Brain;;;Marvel Comics;;;;1987;;;10;moderate
Black Manta;David;;DC Comics;188.12;92.780000000000001;M;1967;Black;No Hair;30;good
Binary;Carol Danvers;Boston, Massachusetts;Marvel Comics;180.34;54.359999999999999;F;;Blue;Blond;;
Billy Kincaid;Billy Kincaid;;Image Comics;;;M;1992;;;;
Bill Harken;;;SyFy;;;M;;;;40;good
Black Knight III;Dane Whitman;Gloucester, Massachusetts ;Marvel Comics;183.5;86.989999999999995;M;1967;Brown;Brown;10;good
Big Daddy;Damon Macready;;Icon Comics;;;M;;;;10;moderate
Big Man;Frederick Foswell;;Marvel Comics;165.33000000000001;71.0;M;1964;Blue;Brown;15;good
Big Barda;Barda Free;;DC Comics;188.53;135.38;F;;Blue;Black;100;high
Bionic Woman;Jamie Sommers;;;;;F;;Blue;Black;40;average
Ben 10;Benjamin Kirby Tennyson;;DC Comics;;;M;;;;10;low
Beta Ray Bill;Beta Ray Bill (translation of his Korbinite name);Burning Galaxy;Marvel Comics;201.30000000000001;216.72999999999999;M;;;No Hair;80;good
Beetle;;;Marvel Comics;;;M;;;;;
Beast;Henry Philip McCoy;Dunfee, Illinois;Marvel Comics;180.84999999999999;181.72999999999999;M;;Blue;Blue;50;high
Beast Boy;Garfield Mark Logan;;DC Comics;173.62;68.989999999999995;M;1965;Green;Green;30;average
Batwoman V;Katherine Rebecca Kane;;DC Comics;178.13999999999999;;F;2006;Green;Red;10;high
Batman II;Dick Grayson;;DC Comics;178.06999999999999;79.25;M;;Blue;Black;15;high
Batman;Terry McGinnis;Gotham City, 25th Century;DC Comics;178.03999999999999;77.879999999999995;M;;Blue;Black;40;high
Battlestar;Lemar Hoskins ;Chicago, Illinois ;Marvel Comics;198.53999999999999;133.03999999999999;M;1986;Brown;Black;55;average
Beyonder;;Created in the Beyond ;Marvel Comics;;;M;;;;100;high
Batgirl V;Charlotte Gage-Radcliffe;;DC Comics;;;F;;;;;
Batgirl III;Helena Rosa Bertinelli;;DC Comics;;;F;;;;;
Batman;Bruce Wayne;"Crest Hill, Bristol Township; Gotham County";DC Comics;188.97;95.219999999999999;M;;blue;black;20;high
Batgirl VI;Stephanie Brown;;DC Comics;168.28999999999999;61.82;F;2009;Blue;Blond;10;good
Batgirl;Barbara Gordon;;DC Comics;170.12;57.100000000000001;F;;Green;Red;15;high
Batgirl;Mary Elizabeth Kane;;DC Comics;;;F;;;;30;average
Bantam;Roberto Velasquez;;Marvel Comics;165.80000000000001;54.600000000000001;M;2006;Brown;Black;55;moderate
Banshee;Sean Cassidy;Cassidy Keep, Ireland;Marvel Comics;183.74000000000001;77.269999999999996;M;1967;Green;Strawberry Blond;10;average
Black Panther;T'Challa;Wakanda, Africa;Marvel Comics;183.03;90.5;M;1966;Brown;Black;20;high
Azrael;Michael Washington Lane;Gotham City ;DC Comics;;;M;2008;Brown;Black;20;good
Aztar;Aztar;;DC Comics;;;M;1940;;;100;high
Beak;Barnell Bohusk ;Cheverly, Maryland ;Marvel Comics;175.30000000000001;63.090000000000003;M;;Black;White;;
Aurora;Jeanne-Marie Beaubier;Montreal, Quebec, Canada ;Marvel Comics;180.81;63.479999999999997;F;1979;Blue;Black;10;good
Azazel;;Isla des Demonas, Caribbean Sea;Marvel Comics;183.16;67.489999999999995;M;2003;Yellow;Black;15;average
Atom II;Ray Palmer;;DC Comics;183.43000000000001;81.349999999999994;M;;Brown;Auburn;10;high
Atom IV;Ryan Choi;;DC Comics;;72.069999999999993;M;;Brown;Black;;
Batgirl IV;Cassandra Cain;League of Assassins (exact base is unknown);DC Comics;165.31999999999999;52.560000000000002;F;;Green;Black;15;good
Atom;;;DC Comics;;;M;;;;;
Atom Girl;Salu Digby;;DC Comics;168.68000000000001;54.07;F;2004;Black;Black;10;moderate
Atlas;;Crystal Mountain;DC Comics;198.21000000000001;126.66;M;;Blue;Brown;100;good
Atom;Albert Pratt;;DC Comics;178.72999999999999;68.890000000000001;M;;Blue;Red;;
Arsenal;Roy William Harper, Jr.;;DC Comics;;;M;;;;;
Atlas;Erik Josten;Milwaukee, Wisconsin;Marvel Comics;183.09;101.66;M;;Brown;Red;80;good
Armor;Hisako Ichiki;;Marvel Comics;163.33000000000001;50.390000000000001;F;2004;Black;Black;65;average
Bane;;;DC Comics;203.22;180.47999999999999;M;1993;;;40;high
Ardina;Ardina;;Marvel Comics;193.97999999999999;98.680000000000007;F;;White;Orange;100;good
Arclight;Philippa Sontag;Vietnam;Marvel Comics;173.43000000000001;57.25;F;1986;Violet;Purple;65;moderate
Ares;;;Marvel Comics;185.28;270.30000000000001;M;;Brown;Brown;85;good
Archangel;Warren Kenneth Worthington III ;Centerport, Long Island, New York ;Marvel Comics;183.81999999999999;68.629999999999995;M;1963;Blue;Blond;15;good
Astro Boy;Atom;;;;;M;;Brown;Black;95;average
Atom III;Adam Cray;;DC Comics;;;M;;;Red;;
Aqualad;Garth;Poseidonis, Atlantis;DC Comics;178.88999999999999;106.83;M;1960;Blue;Black;45;good
Ariel;Ariel;;Marvel Comics;165.34999999999999;59.170000000000002;F;1987;Purple;Pink;10;average
Aquababy;Arthur Curry, Jr.;;DC Comics;;;M;1965;Blue;Blond;20;low
Aquaman;Orin;Atlantis;DC Comics;185.71000000000001;146.96000000000001;M;1941;Blue;Blond;85;high
Apocalypse;En Sabah Nur;Akkaba, Egypt ;Marvel Comics;213.77000000000001;135.62;M;1986;Red;Black;100;high
Anti-Monitor;;Moon of Qward;DC Comics;61.369999999999997;;M;;Yellow;No Hair;100;high
Ant-Man II;Scott Lang;Coral Gables, Florida;Marvel Comics;183.66999999999999;86.280000000000001;M;1979;Blue;Blond;20;good
Anti-Venom;Eddie Brock;San Francisco, California;Marvel Comics;229.46000000000001;358.05000000000001;M;;Blue;Blond;60;good
Anti-Spawn;Jason Wynn;;Image Comics;;;M;;;;60;good
Annihilus;Annihilus;Planet of Arthros, Sector 17A, Negative Zone;Marvel Comics;180.94;90.109999999999999;M;1968;Green;No Hair;80;good
Angel;Warren Kenneth Worthington III;Centerport, Long Island, New York ;Marvel Comics;183.05000000000001;68.989999999999995;M;1969;Blue;Blond;15;good
Ammo;;;Marvel Comics;188.93000000000001;101.09;M;1988;Brown;Black;;
Arachne;Julia Carpenter;Los Angeles, California;Marvel Comics;175.15000000000001;63.75;F;;Blue;Blond;50;average
Angel;Liam;;Dark Horse Comics;;;M;;;;30;good
Allan Quatermain;;;Wildstorm;;;M;;;;;
Alien;Xenomorph;Your chest :);Dark Horse Comics;244.30000000000001;169.66;M;1979;;No Hair;30;average
Alfred Pennyworth;Alfred Thaddeus Crane Pennyworth;;DC Comics;178.25999999999999;72.980000000000004;M;1943;Blue;Black;10;good
Ando Masahashi;Ando Masahashi;;NBC - Heroes;;;M;;;;;
Alex Woolsly;Alex Woolsly;;NBC - Heroes;;;M;;;;40;average
Alan Scott;Alan Ladd Wellington Scott;Gotham City;DC Comics;180.97999999999999;90.810000000000002;M;1940;Blue;Blond;80;good
Amazo;;;DC Comics;257.49000000000001;173.94999999999999;M;1960;Red;;100;good
Ant-Man;Hank Pym;Elmsford, New York;Marvel Comics;211.74000000000001;122.44;M;1962;Blue;Blond;20;high
Ajax;Francis;;Marvel Comics;193.34;90.629999999999995;M;1998;Brown;Black;50;average
Alex Mercer;Alexander J. Mercer;;Wildstorm;;;M;;;;80;average
